Departure City,Arrival City,Flight Number,Departure Date,Arrival Date,Departure Time,Arrival Time,Passenger Name,Email,Phone Number,Ticket Price,Seat Number,Baggage Allowance,Booking Date,Flight Duration,Airline
Long Beach,Charlotte,FL419,12/22/2024,12/22/2024,2:00 AM,7:00 AM,Admin,admin@gmail.com,(717) 777-7777,378.73,23A,45kg,12/14/2024,5,Spirit Airlines
Raleigh,Columbus,FL335,12/27/2024,12/27/2024,3:00 AM,6:00 AM,Admin,admin@gmail.com,(717) 777-7777,1371.08,11E,38kg,12/14/2024,3,United Airlines
Columbus,Austin,FL650,1/9/2025,1/9/2025,2:00 AM,3:00 AM,Admin,admin@gmail.com,(717) 777-7777,1284.15,19C,35kg,12/14/2024,1,American Airlines
San Jose,Memphis,FL809,12/24/2024,12/24/2024,2:00 PM,7:00 PM,Admin,admin@gmail.com,(717) 777-7777,184.28,20F,37kg,12/14/2024,5,American Airlines
Chicago,Arlington,FL451,12/21/2024,12/21/2024,12:00 AM,4:00 AM,Admin,admin@gmail.com,(717) 777-7777,989.76,14F,36kg,12/14/2024,4,Islamarsha Airlines
Miami,Philadelphia,FL875,12/16/2024,12/16/2024,9:00 AM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,1148.27,19B,43kg,12/14/2024,5,United Airlines
Philadelphia,Virginia Beach,FL908,12/21/2024,12/21/2024,4:00 PM,10:00 PM,Admin,admin@gmail.com,(717) 777-7777,642.87,21F,48kg,12/14/2024,6,Delta Airlines
New Orleans,Portland,FL800,12/29/2024,12/29/2024,6:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,765.7,17C,11kg,12/14/2024,3,Delta Airlines
Portland,Milwaukee,FL421,12/25/2024,12/25/2024,5:00 AM,7:00 AM,Admin,admin@gmail.com,(717) 777-7777,1156.29,28A,35kg,12/14/2024,2,Islamarsha Airlines
Seattle,Kansas City,FL414,12/21/2024,12/21/2024,1:00 AM,4:00 AM,Admin,admin@gmail.com,(717) 777-7777,978.41,8C,23kg,12/14/2024,3,American Airlines
San Diego,Nashville,FL382,1/5/2025,1/5/2025,12:00 PM,5:00 PM,Admin,admin@gmail.com,(717) 777-7777,742.77,15B,32kg,12/14/2024,5,United Airlines
Charlotte,Baltimore,FL489,1/8/2025,1/8/2025,2:00 AM,5:00 AM,Admin,admin@gmail.com,(717) 777-7777,936.1,17E,13kg,12/14/2024,3,United Airlines
Miami,Mesa,FL844,1/5/2025,1/6/2025,11:00 PM,3:00 AM,Admin,admin@gmail.com,(717) 777-7777,713.66,4D,12kg,12/14/2024,4,American Airlines
Memphis,Detroit,FL415,1/10/2025,1/10/2025,8:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,347.43,30C,29kg,12/14/2024,5,Delta Airlines
Indianapolis,Denver,FL767,1/6/2025,1/6/2025,5:00 AM,7:00 AM,Admin,admin@gmail.com,(717) 777-7777,1118.31,16E,23kg,12/14/2024,2,Islamarsha Airlines
Omaha,Washington,FL122,12/15/2024,12/15/2024,10:00 AM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,930.13,12D,45kg,12/14/2024,6,Spirit Airlines
Chicago,San Francisco,FL652,12/27/2024,12/27/2024,5:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,365.27,11B,25kg,12/14/2024,6,Spirit Airlines
Austin,Kansas City,FL246,12/20/2024,12/21/2024,7:00 PM,12:00 AM,Admin,admin@gmail.com,(717) 777-7777,532.85,20F,25kg,12/14/2024,5,Islamarsha Airlines
Las Vegas,Memphis,FL313,12/28/2024,12/28/2024,6:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,1142.26,13A,24kg,12/14/2024,3,Delta Airlines
Portland,Washington,FL746,12/15/2024,12/15/2024,1:00 PM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,706.2,11A,42kg,12/14/2024,3,American Airlines
Louisville,Charlotte,FL379,1/10/2025,1/10/2025,3:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,413.6,1A,43kg,12/14/2024,6,United Airlines
Tucson,Mesa,FL439,12/17/2024,12/17/2024,10:00 AM,3:00 PM,Admin,admin@gmail.com,(717) 777-7777,1107.31,6F,17kg,12/14/2024,5,Islamarsha Airlines
San Francisco,Minneapolis,FL483,1/10/2025,1/10/2025,9:00 AM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,1276.91,18B,28kg,12/14/2024,5,American Airlines
Minneapolis,Raleigh,FL903,1/10/2025,1/10/2025,7:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,924.42,15C,24kg,12/14/2024,2,American Airlines
Tulsa,Boston,FL813,12/26/2024,12/26/2024,8:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,1245.63,15D,45kg,12/14/2024,1,Delta Airlines
Arlington,Tucson,FL250,12/21/2024,12/21/2024,12:00 PM,6:00 PM,Admin,admin@gmail.com,(717) 777-7777,591.43,11E,15kg,12/14/2024,6,United Airlines
Mesa,Atlanta,FL151,1/9/2025,1/9/2025,8:00 AM,12:00 PM,Admin,admin@gmail.com,(717) 777-7777,476.93,16C,42kg,12/14/2024,4,United Airlines
San Francisco,New York,FL940,12/23/2024,12/23/2024,3:00 PM,6:00 PM,Admin,admin@gmail.com,(717) 777-7777,572.65,22F,27kg,12/14/2024,3,Delta Airlines
Long Beach,Raleigh,FL921,12/17/2024,12/17/2024,4:00 PM,10:00 PM,Admin,admin@gmail.com,(717) 777-7777,1055.26,13B,45kg,12/14/2024,6,Spirit Airlines
Miami,Portland,FL330,1/11/2025,1/11/2025,2:00 AM,8:00 AM,Admin,admin@gmail.com,(717) 777-7777,108.62,3A,14kg,12/14/2024,6,Delta Airlines
Mesa,Fort Worth,FL237,12/28/2024,12/28/2024,9:00 AM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,1051.44,26F,48kg,12/14/2024,5,Delta Airlines
Virginia Beach,Philadelphia,FL774,1/13/2025,1/13/2025,11:00 AM,12:00 PM,Admin,admin@gmail.com,(717) 777-7777,635.43,21E,24kg,12/14/2024,1,United Airlines
El Paso,Albuquerque,FL113,12/21/2024,12/21/2024,6:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,245.83,16F,47kg,12/14/2024,5,Spirit Airlines
Tucson,Boston,FL199,12/19/2024,12/19/2024,2:00 AM,3:00 AM,Admin,admin@gmail.com,(717) 777-7777,522.16,23A,26kg,12/14/2024,1,Islamarsha Airlines
Los Angeles,Colorado Springs,FL290,12/23/2024,12/23/2024,3:00 PM,7:00 PM,Admin,admin@gmail.com,(717) 777-7777,1206.32,21B,18kg,12/14/2024,4,Spirit Airlines
Mesa,Detroit,FL438,12/16/2024,12/16/2024,9:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,527.1,7A,31kg,12/14/2024,4,United Airlines
Omaha,Tucson,FL350,12/19/2024,12/20/2024,11:00 PM,5:00 AM,Admin,admin@gmail.com,(717) 777-7777,1297.11,16B,36kg,12/14/2024,6,Spirit Airlines
Kansas City,Kansas City,FL758,12/19/2024,12/19/2024,10:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,291.71,8A,33kg,12/14/2024,1,Delta Airlines
Seattle,San Antonio,FL534,1/8/2025,1/8/2025,11:00 AM,3:00 PM,Admin,admin@gmail.com,(717) 777-7777,285.71,27B,43kg,12/14/2024,4,United Airlines
Louisville,Washington,FL738,12/16/2024,12/17/2024,7:00 PM,12:00 AM,Admin,admin@gmail.com,(717) 777-7777,1158.54,2F,40kg,12/14/2024,5,United Airlines
Omaha,Colorado Springs,FL991,1/11/2025,1/11/2025,7:00 AM,8:00 AM,Admin,admin@gmail.com,(717) 777-7777,374.4,7B,46kg,12/14/2024,1,Islamarsha Airlines
Las Vegas,Oklahoma City,FL634,12/27/2024,12/27/2024,7:00 PM,9:00 PM,Admin,admin@gmail.com,(717) 777-7777,1253.75,19E,35kg,12/14/2024,2,Spirit Airlines
Louisville,Fort Worth,FL931,12/29/2024,12/29/2024,5:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,556.74,27B,22kg,12/14/2024,6,American Airlines
Minneapolis,Virginia Beach,FL778,12/20/2024,12/20/2024,12:00 PM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,818.4,27B,44kg,12/14/2024,1,Spirit Airlines
San Antonio,San Jose,FL902,1/5/2025,1/5/2025,12:00 PM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,215.21,6C,41kg,12/14/2024,4,Delta Airlines
Baltimore,Omaha,FL922,12/22/2024,12/22/2024,3:00 AM,7:00 AM,Admin,admin@gmail.com,(717) 777-7777,1442.51,29B,26kg,12/14/2024,4,United Airlines
Tucson,Atlanta,FL338,12/21/2024,12/21/2024,2:00 AM,4:00 AM,Admin,admin@gmail.com,(717) 777-7777,515.31,17B,29kg,12/14/2024,2,American Airlines
Chicago,Jacksonville,FL736,1/11/2025,1/11/2025,5:00 PM,11:00 PM,Admin,admin@gmail.com,(717) 777-7777,554.98,15A,37kg,12/14/2024,6,Spirit Airlines
New York,Phoenix,FL114,12/18/2024,12/18/2024,7:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,313.01,25F,37kg,12/14/2024,6,Spirit Airlines
Los Angeles,Tulsa,FL731,12/25/2024,12/25/2024,12:00 PM,6:00 PM,Admin,admin@gmail.com,(717) 777-7777,1143.62,26D,26kg,12/14/2024,6,Spirit Airlines
Indianapolis,Austin,FL400,12/24/2024,12/24/2024,12:00 PM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,137.5,28C,45kg,12/14/2024,2,Delta Airlines
Oklahoma City,Seattle,FL353,12/21/2024,12/21/2024,9:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,1134.27,3F,43kg,12/14/2024,4,Islamarsha Airlines
Long Beach,Oakland,FL188,12/28/2024,12/28/2024,5:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,995.29,5C,37kg,12/14/2024,4,Delta Airlines
Austin,Raleigh,FL113,12/25/2024,12/25/2024,12:00 PM,5:00 PM,Admin,admin@gmail.com,(717) 777-7777,1498.22,30F,30kg,12/14/2024,5,Delta Airlines
Oklahoma City,Austin,FL246,1/11/2025,1/11/2025,5:00 PM,8:00 PM,Admin,admin@gmail.com,(717) 777-7777,1276.01,12D,23kg,12/14/2024,3,American Airlines
Houston,Tucson,FL825,1/2/2025,1/2/2025,6:00 AM,12:00 PM,Admin,admin@gmail.com,(717) 777-7777,824.07,28D,13kg,12/14/2024,6,American Airlines
Nashville,San Francisco,FL226,1/12/2025,1/12/2025,5:00 PM,9:00 PM,Admin,admin@gmail.com,(717) 777-7777,1231.93,5B,34kg,12/14/2024,4,United Airlines
San Francisco,Oklahoma City,FL260,1/9/2025,1/9/2025,1:00 AM,2:00 AM,Admin,admin@gmail.com,(717) 777-7777,360.78,2A,16kg,12/14/2024,1,United Airlines
Tulsa,Oakland,FL814,12/27/2024,12/28/2024,9:00 PM,2:00 AM,Admin,admin@gmail.com,(717) 777-7777,918.18,4F,41kg,12/14/2024,5,Delta Airlines
Louisville,Fort Worth,FL464,1/9/2025,1/9/2025,1:00 PM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,560.69,24C,34kg,12/14/2024,1,American Airlines
Baltimore,Memphis,FL298,12/16/2024,12/16/2024,6:00 PM,10:00 PM,Admin,admin@gmail.com,(717) 777-7777,758.53,7A,14kg,12/14/2024,4,Spirit Airlines
Sacramento,Kansas City,FL655,1/3/2025,1/3/2025,2:00 PM,7:00 PM,Admin,admin@gmail.com,(717) 777-7777,247.5,24F,10kg,12/14/2024,5,United Airlines
Detroit,Mesa,FL647,12/18/2024,12/18/2024,7:00 PM,11:00 PM,Admin,admin@gmail.com,(717) 777-7777,862.55,16F,46kg,12/14/2024,4,Islamarsha Airlines
Mesa,Baltimore,FL910,1/8/2025,1/8/2025,5:00 AM,6:00 AM,Admin,admin@gmail.com,(717) 777-7777,440.19,20C,33kg,12/14/2024,1,American Airlines
Boston,Portland,FL362,12/17/2024,12/17/2024,12:00 AM,6:00 AM,Admin,admin@gmail.com,(717) 777-7777,1383.3,10B,44kg,12/14/2024,6,Delta Airlines
Long Beach,Chicago,FL542,12/29/2024,12/29/2024,4:00 AM,6:00 AM,Admin,admin@gmail.com,(717) 777-7777,1388.19,6C,13kg,12/14/2024,2,Delta Airlines
Denver,Milwaukee,FL776,1/7/2025,1/8/2025,7:00 PM,12:00 AM,Admin,admin@gmail.com,(717) 777-7777,678.8,14A,35kg,12/14/2024,5,United Airlines
Miami,Boston,FL497,12/16/2024,12/16/2024,8:00 AM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,920.01,21E,44kg,12/14/2024,6,American Airlines
Fresno,San Antonio,FL951,12/30/2024,12/30/2024,3:00 PM,7:00 PM,Admin,admin@gmail.com,(717) 777-7777,629.31,1E,50kg,12/14/2024,4,Islamarsha Airlines
Dallas,Tucson,FL757,12/16/2024,12/16/2024,7:00 AM,10:00 AM,Admin,admin@gmail.com,(717) 777-7777,1286.7,5A,32kg,12/14/2024,3,Delta Airlines
San Diego,Fort Worth,FL623,12/27/2024,12/27/2024,12:00 AM,1:00 AM,Admin,admin@gmail.com,(717) 777-7777,357.56,26C,48kg,12/14/2024,1,Spirit Airlines
San Diego,Louisville,FL409,12/24/2024,12/24/2024,10:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,230.32,28E,30kg,12/14/2024,1,American Airlines
Las Vegas,Oklahoma City,FL620,12/30/2024,12/30/2024,3:00 PM,8:00 PM,Admin,admin@gmail.com,(717) 777-7777,1194.83,27D,12kg,12/14/2024,5,Islamarsha Airlines
Phoenix,Sacramento,FL491,12/15/2024,12/15/2024,8:00 AM,10:00 AM,Admin,admin@gmail.com,(717) 777-7777,131.46,2D,50kg,12/14/2024,2,United Airlines
Oklahoma City,Boston,FL677,1/5/2025,1/6/2025,7:00 PM,1:00 AM,Admin,admin@gmail.com,(717) 777-7777,197.37,8F,45kg,12/14/2024,6,American Airlines
New York,San Antonio,FL661,12/25/2024,12/25/2024,6:00 AM,8:00 AM,Admin,admin@gmail.com,(717) 777-7777,356.28,30B,45kg,12/14/2024,2,United Airlines
Minneapolis,Long Beach,FL384,1/5/2025,1/5/2025,12:00 PM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,134.85,13F,20kg,12/14/2024,4,Islamarsha Airlines
Chicago,Austin,FL324,12/27/2024,12/28/2024,10:00 PM,3:00 AM,Admin,admin@gmail.com,(717) 777-7777,507.35,19F,22kg,12/14/2024,5,Spirit Airlines
Dallas,Phoenix,FL718,12/15/2024,12/15/2024,10:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,1354.71,25B,30kg,12/14/2024,3,American Airlines
Las Vegas,Phoenix,FL746,12/15/2024,12/15/2024,2:00 PM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,796.97,27B,27kg,12/14/2024,2,Delta Airlines
Omaha,Raleigh,FL890,12/24/2024,12/24/2024,11:00 AM,12:00 PM,Admin,admin@gmail.com,(717) 777-7777,1092.44,2B,47kg,12/14/2024,1,Spirit Airlines
Fort Worth,Fort Worth,FL256,12/18/2024,12/18/2024,3:00 PM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,583.55,6D,47kg,12/14/2024,1,Islamarsha Airlines
Detroit,Phoenix,FL848,1/6/2025,1/6/2025,5:00 AM,8:00 AM,Admin,admin@gmail.com,(717) 777-7777,1237.39,25E,46kg,12/14/2024,3,Spirit Airlines
Chicago,Philadelphia,FL833,12/15/2024,12/15/2024,5:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,978.01,21E,42kg,12/14/2024,6,American Airlines
Columbus,Jacksonville,FL956,12/16/2024,12/16/2024,8:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,428.05,1F,15kg,12/14/2024,3,Delta Airlines
Nashville,Nashville,FL168,12/21/2024,12/21/2024,9:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,851.65,5B,19kg,12/14/2024,4,Islamarsha Airlines
Washington,San Francisco,FL591,1/12/2025,1/12/2025,11:00 AM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,757.88,7E,32kg,12/14/2024,3,Delta Airlines
Arlington,Memphis,FL685,12/20/2024,12/20/2024,5:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,1049.69,8A,14kg,12/14/2024,6,Spirit Airlines
Oakland,Oakland,FL648,12/26/2024,12/26/2024,10:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,540.93,29C,36kg,12/14/2024,3,Delta Airlines
Washington,Sacramento,FL968,1/3/2025,1/3/2025,6:00 AM,10:00 AM,Admin,admin@gmail.com,(717) 777-7777,385.29,13C,13kg,12/14/2024,4,Islamarsha Airlines
Albuquerque,San Francisco,FL277,1/3/2025,1/3/2025,1:00 AM,7:00 AM,Admin,admin@gmail.com,(717) 777-7777,815.72,1F,20kg,12/14/2024,6,American Airlines
Phoenix,Washington,FL680,1/3/2025,1/3/2025,1:00 PM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,1152.23,26C,28kg,12/14/2024,1,Islamarsha Airlines
Phoenix,Sacramento,FL717,12/26/2024,12/26/2024,9:00 AM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,997.2,20E,17kg,12/14/2024,5,Islamarsha Airlines
Kansas City,San Francisco,FL170,1/2/2025,1/2/2025,12:00 AM,6:00 AM,Admin,admin@gmail.com,(717) 777-7777,1049.37,6B,14kg,12/14/2024,6,Spirit Airlines
Columbus,Minneapolis,FL899,12/26/2024,12/27/2024,8:00 PM,2:00 AM,Admin,admin@gmail.com,(717) 777-7777,1086.71,10D,38kg,12/14/2024,6,American Airlines
Phoenix,Dallas,FL925,1/12/2025,1/12/2025,9:00 PM,11:00 PM,Admin,admin@gmail.com,(717) 777-7777,1258.62,3C,26kg,12/14/2024,2,United Airlines
Fort Worth,Fresno,FL703,12/20/2024,12/21/2024,8:00 PM,12:00 AM,Admin,admin@gmail.com,(717) 777-7777,196.13,4E,28kg,12/14/2024,4,Islamarsha Airlines
Seattle,San Diego,FL356,1/12/2025,1/12/2025,2:00 AM,6:00 AM,Admin,admin@gmail.com,(717) 777-7777,774.97,23C,24kg,12/14/2024,4,Delta Airlines
Fort Worth,Raleigh,FL342,1/5/2025,1/5/2025,3:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,799.92,16D,11kg,12/14/2024,6,American Airlines
Indianapolis,Mesa,FL652,1/3/2025,1/3/2025,11:00 AM,12:00 PM,Admin,admin@gmail.com,(717) 777-7777,122.38,28B,50kg,12/14/2024,1,Spirit Airlines
San Antonio,Raleigh,FL987,12/30/2024,12/30/2024,4:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,761.78,21D,23kg,12/14/2024,5,Delta Airlines
New Orleans,El Paso,FL576,12/25/2024,12/25/2024,12:00 AM,6:00 AM,Admin,admin@gmail.com,(717) 777-7777,1010.77,29C,30kg,12/14/2024,6,Delta Airlines
Boston,Kansas City,FL822,12/30/2024,12/30/2024,5:00 PM,10:00 PM,Admin,admin@gmail.com,(717) 777-7777,1183.87,21A,48kg,12/14/2024,5,United Airlines
New York,San Diego,FL527,12/19/2024,12/19/2024,1:00 PM,3:00 PM,Admin,admin@gmail.com,(717) 777-7777,672.29,5B,42kg,12/14/2024,2,Islamarsha Airlines
Atlanta,Omaha,FL519,12/26/2024,12/26/2024,10:00 AM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,525.74,1D,17kg,12/14/2024,6,Spirit Airlines
Colorado Springs,New York,FL294,12/27/2024,12/27/2024,10:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,1360.39,14B,25kg,12/14/2024,3,American Airlines
Albuquerque,Memphis,FL711,1/12/2025,1/13/2025,7:00 PM,1:00 AM,Admin,admin@gmail.com,(717) 777-7777,404.43,30C,24kg,12/14/2024,6,United Airlines
Albuquerque,Arlington,FL942,12/22/2024,12/22/2024,12:00 AM,4:00 AM,Admin,admin@gmail.com,(717) 777-7777,1113.33,7D,25kg,12/14/2024,4,Delta Airlines
Las Vegas,Nashville,FL212,12/29/2024,12/29/2024,12:00 PM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,1305.07,30B,35kg,12/14/2024,4,Islamarsha Airlines
Phoenix,Detroit,FL964,12/19/2024,12/19/2024,5:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,147.46,10C,34kg,12/14/2024,6,American Airlines
Detroit,Columbus,FL903,12/28/2024,12/28/2024,6:00 AM,8:00 AM,Admin,admin@gmail.com,(717) 777-7777,528.02,17F,42kg,12/14/2024,2,United Airlines
Minneapolis,Oklahoma City,FL341,12/31/2024,12/31/2024,1:00 AM,7:00 AM,Admin,admin@gmail.com,(717) 777-7777,1321.93,24D,11kg,12/14/2024,6,American Airlines
Indianapolis,Boston,FL251,1/8/2025,1/8/2025,2:00 PM,6:00 PM,Admin,admin@gmail.com,(717) 777-7777,970.19,12F,19kg,12/14/2024,4,American Airlines
Chicago,Phoenix,FL421,12/17/2024,12/17/2024,6:00 AM,7:00 AM,Admin,admin@gmail.com,(717) 777-7777,1089.39,28E,30kg,12/14/2024,1,Islamarsha Airlines
Los Angeles,Milwaukee,FL269,12/18/2024,12/18/2024,1:00 AM,4:00 AM,Admin,admin@gmail.com,(717) 777-7777,1061.71,8A,39kg,12/14/2024,3,Islamarsha Airlines
New Orleans,Minneapolis,FL614,12/17/2024,12/17/2024,8:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,398.64,21B,43kg,12/14/2024,1,United Airlines
Jacksonville,Fresno,FL893,12/21/2024,12/21/2024,9:00 PM,11:00 PM,Admin,admin@gmail.com,(717) 777-7777,1345.63,3B,30kg,12/14/2024,2,Delta Airlines
Oakland,Jacksonville,FL721,1/9/2025,1/9/2025,1:00 PM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,1418.76,15D,17kg,12/14/2024,1,Islamarsha Airlines
Minneapolis,San Jose,FL656,1/11/2025,1/11/2025,12:00 PM,5:00 PM,Admin,admin@gmail.com,(717) 777-7777,1456.07,16D,13kg,12/14/2024,5,American Airlines
Kansas City,Kansas City,FL341,1/4/2025,1/4/2025,6:00 PM,11:00 PM,Admin,admin@gmail.com,(717) 777-7777,680.02,23A,14kg,12/14/2024,5,Islamarsha Airlines
Oakland,Detroit,FL109,1/9/2025,1/10/2025,11:00 PM,5:00 AM,Admin,admin@gmail.com,(717) 777-7777,1138.26,5D,47kg,12/14/2024,6,United Airlines
Oakland,Atlanta,FL878,12/28/2024,12/29/2024,11:00 PM,5:00 AM,Admin,admin@gmail.com,(717) 777-7777,773.79,29C,43kg,12/14/2024,6,Islamarsha Airlines
Colorado Springs,Austin,FL347,1/4/2025,1/4/2025,10:00 AM,12:00 PM,Admin,admin@gmail.com,(717) 777-7777,872.27,20C,38kg,12/14/2024,2,Spirit Airlines
San Diego,Fresno,FL873,12/28/2024,12/28/2024,2:00 AM,4:00 AM,Admin,admin@gmail.com,(717) 777-7777,1380.02,19B,16kg,12/14/2024,2,American Airlines
San Francisco,Raleigh,FL825,12/25/2024,12/25/2024,7:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,677.95,7E,18kg,12/14/2024,4,American Airlines
San Francisco,Portland,FL982,12/16/2024,12/16/2024,5:00 PM,8:00 PM,Admin,admin@gmail.com,(717) 777-7777,227.1,21B,39kg,12/14/2024,3,Spirit Airlines
Chicago,Fresno,FL214,1/1/2025,1/1/2025,10:00 AM,3:00 PM,Admin,admin@gmail.com,(717) 777-7777,392.27,1B,26kg,12/14/2024,5,United Airlines
Detroit,San Francisco,FL822,12/31/2024,12/31/2024,11:00 AM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,822.88,26F,27kg,12/14/2024,5,American Airlines
Seattle,Baltimore,FL698,12/22/2024,12/22/2024,1:00 AM,6:00 AM,Admin,admin@gmail.com,(717) 777-7777,264.53,26D,11kg,12/14/2024,5,American Airlines
Seattle,Fort Worth,FL734,12/23/2024,12/23/2024,1:00 AM,3:00 AM,Admin,admin@gmail.com,(717) 777-7777,1251.24,4B,34kg,12/14/2024,2,Spirit Airlines
Las Vegas,Tulsa,FL468,1/10/2025,1/10/2025,6:00 PM,11:00 PM,Admin,admin@gmail.com,(717) 777-7777,937.53,25C,33kg,12/14/2024,5,United Airlines
Detroit,Boston,FL574,1/8/2025,1/8/2025,1:00 PM,2:00 PM,Admin,admin@gmail.com,(717) 777-7777,741.99,26F,27kg,12/14/2024,1,United Airlines
San Jose,Los Angeles,FL257,12/22/2024,12/23/2024,7:00 PM,1:00 AM,Admin,admin@gmail.com,(717) 777-7777,1448.95,24C,40kg,12/14/2024,6,American Airlines
San Francisco,Los Angeles,FL578,1/3/2025,1/3/2025,4:00 PM,9:00 PM,Admin,admin@gmail.com,(717) 777-7777,1035.72,20A,19kg,12/14/2024,5,Delta Airlines
Baltimore,San Francisco,FL809,1/4/2025,1/4/2025,10:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,149.33,10D,35kg,12/14/2024,3,American Airlines
Minneapolis,San Jose,FL747,12/18/2024,12/19/2024,6:00 PM,12:00 AM,Admin,admin@gmail.com,(717) 777-7777,153.49,6F,25kg,12/14/2024,6,Spirit Airlines
El Paso,Seattle,FL806,12/30/2024,12/30/2024,10:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,588.07,13B,40kg,12/14/2024,1,Delta Airlines
New Orleans,Nashville,FL454,12/30/2024,12/30/2024,11:00 AM,1:00 PM,Admin,admin@gmail.com,(717) 777-7777,351.38,19E,37kg,12/14/2024,2,Spirit Airlines
Fresno,Houston,FL605,1/6/2025,1/6/2025,9:00 PM,10:00 PM,Admin,admin@gmail.com,(717) 777-7777,440.34,27D,36kg,12/14/2024,1,Islamarsha Airlines
Omaha,Long Beach,FL100,1/3/2025,1/3/2025,7:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,750.85,27D,29kg,12/14/2024,2,Spirit Airlines
Tucson,Tulsa,FL247,1/12/2025,1/12/2025,1:00 PM,6:00 PM,Admin,admin@gmail.com,(717) 777-7777,363.26,19B,31kg,12/14/2024,5,Islamarsha Airlines
Sacramento,Fresno,FL831,12/26/2024,12/26/2024,5:00 PM,7:00 PM,Admin,admin@gmail.com,(717) 777-7777,292.85,16C,15kg,12/14/2024,2,Islamarsha Airlines
Los Angeles,Detroit,FL669,1/5/2025,1/5/2025,7:00 PM,10:00 PM,Admin,admin@gmail.com,(717) 777-7777,859.54,25D,39kg,12/14/2024,3,Delta Airlines
San Francisco,Jacksonville,FL309,12/27/2024,12/27/2024,12:00 AM,5:00 AM,Admin,admin@gmail.com,(717) 777-7777,1016.68,28E,17kg,12/14/2024,5,United Airlines
New York,Chicago,FL491,12/31/2024,12/31/2024,1:00 PM,4:00 PM,Admin,admin@gmail.com,(717) 777-7777,1381.65,9D,50kg,12/14/2024,3,Spirit Airlines
Kansas City,Mesa,FL773,12/27/2024,12/27/2024,4:00 AM,9:00 AM,Admin,admin@gmail.com,(717) 777-7777,505.59,18E,33kg,12/14/2024,5,Islamarsha Airlines
Austin,Jacksonville,FL117,12/26/2024,12/27/2024,10:00 PM,1:00 AM,Admin,admin@gmail.com,(717) 777-7777,1342.01,23F,16kg,12/14/2024,3,Islamarsha Airlines
Columbus,Atlanta,FL713,12/31/2024,12/31/2024,7:00 AM,11:00 AM,Admin,admin@gmail.com,(717) 777-7777,1160.1,1E,28kg,12/14/2024,4,Islamarsha Airlines
